Seedling_ID,Elev,Genotype,Micro,Needle_age,Measurement,Date,Time,Fo,Fv,Fm,Fv/Fm,Fv/Fo
28,low,k,inoc,old,rec7,Jun/30/2025,12:34:18,266,626,892,0.701,2.353
29,low,k,uninoc,new,rec7,Jun/30/2025,12:34:28,244,436,680,0.641,1.786
29,low,k,uninoc,old,rec7,Jun/30/2025,12:34:37,120,417,537,0.776,3.475
30,low,k,uninoc,new,rec7,Jun/30/2025,12:34:52,289,565,854,0.661,1.955
30,low,k,uninoc,old,rec7,Jun/30/2025,12:35:04,173,700,873,0.801,4.046
31,low,k,uninoc,new,rec7,Jun/30/2025,12:35:17,223,626,849,0.737,2.807
31,low,k,uninoc,old,rec7,Jun/30/2025,12:35:26,175,589,764,0.77,3.365
32,low,k,uninoc,new,rec7,Jun/30/2025,12:35:36,250,464,714,0.649,1.856
32,low,k,uninoc,old,rec7,Jun/30/2025,12:35:46,322,997,1319,0.755,3.096
33,low,l,inoc,new,rec7,Jun/30/2025,12:35:55,184,252,436,0.577,1.369
33,low,l,inoc,old,rec7,Jun/30/2025,12:36:04,179,275,454,0.605,1.536
34,high,j,uninoc,old,rec7,Jun/30/2025,12:36:13,279,740,1019,0.726,2.652
34,high,j,uninoc,old,rec7,Jun/30/2025,12:36:22,75,121,196,0.617,1.613
35,low,k,uninoc,new,rec7,Jun/30/2025,12:36:33,194,617,811,0.76,3.18
35,low,k,uninoc,old,rec7,Jun/30/2025,12:36:43,252,907,1159,0.782,3.599
36,high,g,uninoc,new,rec7,Jun/30/2025,12:36:53,117,202,319,0.633,1.726
36,high,g,uninoc,old,rec7,Jun/30/2025,12:37:05,123,345,468,0.737,2.804
37,low,k,uninoc,new,rec7,Jun/30/2025,12:37:21,321,804,1125,0.714,2.504
37,low,k,uninoc,old,rec7,Jun/30/2025,12:37:31,340,292,632,0.462,0.858
38,high,h,inoc,new,rec7,Jun/30/2025,12:37:51,195,615,810,0.759,3.153
38,high,h,inoc,old,rec7,Jun/30/2025,12:38:01,178,665,843,0.788,3.735
39,high,j,inoc,new,rec7,Jun/30/2025,12:38:10,173,501,674,0.743,2.895
39,high,j,inoc,old,rec7,Jun/30/2025,12:38:20,187,712,899,0.791,3.807
40,low,n,inoc,new,rec7,Jun/30/2025,12:38:29,207,523,730,0.716,2.526
40,low,n,inoc,old,rec7,Jun/30/2025,12:38:58,63,46,109,0.422,0.73
41,low,k,uninoc,new,rec7,Jun/30/2025,12:39:08,303,802,1105,0.725,2.646
41,low,k,uninoc,old,rec7,Jun/30/2025,12:39:27,219,1007,1226,0.821,4.598
42,high,g,uninoc,new,rec7,Jun/30/2025,12:39:37,321,755,1076,0.701,2.352
42,high,g,uninoc,old,rec7,Jun/30/2025,12:39:50,100,367,467,0.785,3.67
43,high,h,uninoc,old,rec7,Jun/30/2025,12:40:01,257,895,1152,0.776,3.482
43,high,h,uninoc,old,rec7,Jun/30/2025,12:40:11,246,908,1154,0.786,3.691
44,high,h,uninoc,old,rec7,Jun/30/2025,12:40:25,104,276,380,0.726,2.653
44,high,h,uninoc,old,rec7,Jun/30/2025,12:40:34,171,704,875,0.804,4.116
45,low,k,uninoc,new,rec7,Jun/30/2025,12:40:43,322,553,875,0.632,1.717
45,low,k,uninoc,old,rec7,Jun/30/2025,12:40:52,95,39,134,0.291,0.41
46,low,k,uninoc,new,rec7,Jun/30/2025,12:41:07,181,207,388,0.533,1.143
46,low,k,uninoc,old,rec7,Jun/30/2025,12:41:19,103,375,478,0.784,3.64
47,high,j,uninoc,old,rec7,Jun/30/2025,12:41:32,158,621,779,0.797,3.93
47,high,j,uninoc,old,rec7,Jun/30/2025,12:41:40,254,548,802,0.683,2.157
48,low,k,uninoc,new,rec7,Jun/30/2025,12:42:00,64,62,126,0.492,0.968
48,low,k,uninoc,old,rec7,Jun/30/2025,12:42:10,210,780,990,0.787,3.714
49,low,k,inoc,new,rec7,Jun/30/2025,12:42:20,178,356,534,0.666,2
49,low,k,inoc,old,rec7,Jun/30/2025,12:42:31,210,825,1035,0.797,3.928
50,low,k,uninoc,new,rec7,Jun/30/2025,12:42:42,203,473,676,0.699,2.33
50,low,k,uninoc,old,rec7,Jun/30/2025,12:42:53,209,436,645,0.675,2.086
51,high,i,inoc,new,rec7,Jun/30/2025,12:43:03,156,402,558,0.72,2.576
51,high,i,inoc,old,rec7,Jun/30/2025,12:43:14,219,828,1047,0.79,3.78
52,low,k,uninoc,new,rec7,Jun/30/2025,12:43:25,260,558,818,0.682,2.146
52,low,k,uninoc,old,rec7,Jun/30/2025,12:43:33,144,428,572,0.748,2.972
53,low,k,uninoc,new,rec7,Jun/30/2025,12:43:46,217,409,626,0.653,1.884
53,low,k,uninoc,old,rec7,Jun/30/2025,12:43:56,96,321,417,0.769,3.343
54,low,k,uninoc,new,rec7,Jun/30/2025,12:44:04,237,791,1028,0.769,3.337
54,low,k,uninoc,old,rec7,Jun/30/2025,12:44:15,143,493,636,0.775,3.447
55,high,g,uninoc,new,rec7,Jun/30/2025,12:44:25,197,610,807,0.755,3.096
55,high,g,uninoc,old,rec7,Jun/30/2025,12:44:32,201,750,951,0.788,3.731
56,high,h,uninoc,old,rec7,Jun/30/2025,12:44:41,123,444,567,0.783,3.609
56,high,h,uninoc,old,rec7,Jun/30/2025,12:44:49,265,639,904,0.706,2.411
57,low,m,inoc,new,rec7,Jun/30/2025,12:44:57,68,78,146,0.534,1.147
57,low,m,inoc,old,rec7,Jun/30/2025,12:45:08,147,388,535,0.725,2.639
